Unnamed: 0,Product,Type,Release Date,Process Size (nm),TDP (W),Die Size (mm^2),Transistors (million),Freq (MHz),Foundry,Vendor,FP16 GFLOPS,FP32 GFLOPS,FP64 GFLOPS,transistor_density,gflops_per_watt,process_generation
1058,Intel Xeon Gold 5320,CPU,2021-04-06,10.0,185.0,181.87361459681588,4958.499589271264,2200.0,Intel,Intel,23854.460667764095,11809.94838088648,745.4328929276135,27.263435657027262,63.8375588156026,4
1059,AMD Ryzen 3 2300U,CPU,2018-01-08,14.0,15.0,246.0,1674.5483643894213,2000.0,GF,AMD,17362.1244639096,8682.15389282185,542.5561238065347,6.807107172314721,578.8102595214567,3
1060,AMD FX-4150,CPU,2012-10-23,32.0,95.0,315.0,1200.0,3800.0,Unknown,AMD,5225.889311771627,3427.7074640911105,188.56422348136945,3.8095238095238093,36.08113120095906,1
1061,AMD A4-4355M,CPU,2012-09-27,32.0,17.0,246.0,1303.0,1900.0,Unknown,AMD,16467.653430711965,9035.727567708236,489.5347751922671,5.296747967479675,531.5133863357786,1
1062,AMD Ryzen 3 4300G,CPU,2020-07-21,7.0,65.0,74.0,3800.0,3800.0,TSMC,AMD,28128.42359147262,14062.808365389794,879.0142912167207,51.351351351351354,216.35089792907374,5
1063,Intel Core i5-3320M,CPU,2012-06-01,22.0,35.0,118.0,1121.8492413839522,2600.0,Intel,Intel,22838.92155064489,11417.389815069675,713.7007464576895,9.50719696088095,326.2111375734193,2
1064,Intel Core i7-940,CPU,2008-11-17,45.0,130.0,263.0,731.0,2933.0,Intel,Intel,16060.477735554932,8215.258855095908,507.6138995777265,2.779467680608365,63.19429888535314,1
1065,AMD A4-5300,CPU,2012-10-02,32.0,65.0,246.0,1178.0,3400.0,Unknown,AMD,5683.482549773918,3632.19312741531,202.1097095890548,4.788617886178862,55.879894267927845,1
1066,AMD A9-9400 SoC,CPU,2016-05-31,28.0,10.0,124.0,1200.0,2400.0,Unknown,AMD,16547.95778393191,8442.914973253433,522.3473746172541,9.67741935483871,844.2914973253434,2
1067,AMD Ryzen 7 4700G,CPU,2020-07-21,7.0,65.0,74.0,3800.0,3600.0,TSMC,AMD,28049.991682796393,13645.737720120924,876.5624930956562,51.351351351351354,209.93442646339884,5
1068,AMD Sempron 3000+,CPU,2004-09-17,130.0,62.0,101.0,63.0,2000.0,Unknown,AMD,16807.707688035553,9132.905887801178,502.4375209718468,0.6237623762376238,147.30493367421255,0
1069,Intel Core i7-3667U,CPU,2012-06-03,22.0,17.0,118.0,888.2215553782244,2000.0,Intel,Intel,16781.790663802145,8391.820703263864,524.4148178839722,7.527301316764613,493.63651195669786,2
1070,Intel Core i5-5675C,CPU,2015-05-15,14.0,65.0,188.0,4800.0,3100.0,Intel,Intel,27735.86512182681,13866.269506244314,866.742802877505,25.53191489361702,213.32722317298945,3
1071,Intel Pentium Dual-Core E2210,CPU,2009-06-01,45.0,65.0,82.0,228.0,2200.0,Intel,Intel,17579.11116630183,9359.878522726345,531.5030794581749,2.7804878048780486,143.99813111886684,1
1072,Intel Core i9-7980XE,CPU,2017-09-01,14.0,165.0,241.27744806728953,1893.6048891188773,2600.0,Intel,Intel,26943.4337050004,13230.959517790161,841.9698621609599,7.848246507443052,80.18763344115249,3
1073,Intel Xeon Platinum 8276,CPU,2018-12-11,14.0,165.0,228.06479824026633,8000.0,2200.0,Intel,Intel,18977.405985468056,9725.822320202431,590.6878152636114,35.07775010316146,58.944377698196554,3
1074,Intel Core 2 Duo T7100,CPU,2007-05-27,65.0,35.0,111.0,293.0,1800.0,Intel,Intel,15865.88784843265,8894.82936197658,465.73156175716724,2.6396396396396398,254.1379817707594,0
1075,AMD EPYC 7413,CPU,2021-03-15,7.0,180.0,264.58748094831026,5332.956628447098,2650.0,TSMC,AMD,27072.20000253905,13278.890941436197,845.9952780844304,20.155740586565937,73.77161634131221,5
1076,AMD Opteron 6348,CPU,2012-11-05,32.0,115.0,315.0,2400.0,2800.0,Unknown,AMD,10249.823970042828,5416.703434423565,336.23707882500406,7.619047619047619,47.10176899498752,1
1077,AMD Opteron X2 870,CPU,2005-09-26,90.0,95.0,146.59273374111996,233.0,2000.0,Unknown,AMD,16914.205304423034,9195.878417593756,505.4621364606054,1.589437580251922,96.79872018519744,0
1078,Intel Xeon MP 7020 Dual-Core,CPU,2005-12-01,90.0,135.0,213.0,200.0,2667.0,Intel,Intel,17558.839990001143,9338.914916582768,531.2077575563925,0.9389671361502347,69.17714753024272,0
1079,Intel Core i3-3240,CPU,2012-09-03,22.0,55.0,94.0,817.2786317772803,3400.0,Intel,Intel,27901.63907377309,13949.31065769954,871.9256439596626,8.694453529545536,253.62383013999164,2
1080,AMD Sempron 3200+,CPU,2005-10-01,90.0,62.0,84.0,63.0,1800.0,Unknown,AMD,15852.82500860335,8895.239156060956,465.1065660971426,0.75,143.47159929130575,0
1081,Intel Atom N550,CPU,2010-08-23,45.0,9.0,87.0,176.0,1500.0,Intel,Intel,13179.993810699269,8291.247182589103,358.6994128906036,2.0229885057471266,921.2496869543447,1
1082,AMD A10-4600M,CPU,2012-05-15,32.0,35.0,246.0,1178.0,2300.0,Unknown,AMD,18269.22401923388,9568.0989695852,557.344334346792,4.788617886178862,273.37425627386284,1
1083,Intel Core i5-2435M,CPU,2011-09-01,32.0,35.0,149.0,624.0,2400.0,Intel,Intel,17845.979929798523,9434.777902332578,541.6715026284651,4.1879194630872485,269.56508292378794,1
1084,Intel Xeon E5-2667 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3300.0,Intel,Intel,5695.226075863649,3637.4309891664975,202.4570327974136,8.75,27.980238378203826,2
1085,Intel Core 2 Quad Q8400S,CPU,2009-04-19,45.0,65.0,82.0,456.0,2666.0,Intel,Intel,17429.358794316126,9300.97687193246,526.324073624797,5.560975609756097,143.091951875884,1
1086,Intel Pentium D 915,CPU,2006-07-23,65.0,95.0,140.0,376.0,2800.0,Intel,Intel,17358.352354699015,9275.58783306395,523.7890788147585,2.6857142857142855,97.63776666383104,0
1087,Intel Core 2 Duo T5500,CPU,2006-07-27,65.0,35.0,143.0,326.1952705518249,1667.0,Intel,Intel,7854.500217045809,4392.172571071438,238.24688863287014,2.2810858080547196,125.49064488775538,0
1088,AMD Phenom X4 9750B,CPU,2008-08-15,65.0,95.0,285.0,450.0,2400.0,Unknown,AMD,18257.98538795825,9562.347774214328,556.9972298743821,1.5789473684210527,100.65629236015081,0
1089,AMD Phenom II X4 B95,CPU,2009-10-01,45.0,95.0,258.0,758.0,3000.0,Unknown,AMD,15919.124218165633,8151.898075918531,503.4237270580022,2.937984496124031,85.80945343072138,1
1090,AMD E-300,CPU,2011-08-22,40.0,18.0,75.0,895.5954198385843,1300.0,Unknown,AMD,298.0600189138777,1337.1846601052987,50.58055119682524,11.941272264514458,74.2880366725166,0
1091,Intel Xeon E3-1220 v2,CPU,2012-05-14,22.0,69.0,160.0,1400.0,3100.0,Intel,Intel,6040.882337754797,3791.887551486777,212.68877232807276,8.75,54.954892050533,2
1092,Intel Pentium 4 HT 517,CPU,2001-01-01,90.0,84.0,109.0,125.0,2933.0,Intel,Intel,17238.190381665725,9237.020811397639,519.3618208320718,1.146788990825688,109.96453346901951,0
1093,Intel Xeon E5-2697 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,2700.0,Intel,Intel,7511.757149037915,4449.249913728413,256.23113832866517,8.75,34.224999336372406,2
1094,Intel Xeon 7120N,CPU,2006-08-27,65.0,95.0,435.0,1328.0,3000.0,Intel,Intel,6478.591883516431,3987.5268239027287,225.6468703488173,3.052873563218391,41.97396656739714,0
1095,Intel Core i3-10320,CPU,2020-04-30,14.0,91.0,104.39001860105911,4470.730768065412,3800.0,Intel,Intel,28129.22658059696,14063.20851863829,854.8102363082496,42.827186238474845,154.5407529520691,3
1096,Intel Core Duo LV L2300,CPU,2006-01-05,65.0,15.0,90.0,151.0,1500.0,Intel,Intel,13483.013439492872,8073.957632901854,379.69551027397114,1.6777777777777778,538.2638421934569,0
1097,Intel Core i5-750,CPU,2009-09-08,45.0,95.0,296.0,774.0,2666.0,Intel,Intel,17583.548663899033,9347.41982596737,532.100181660738,2.614864864864865,98.39389290491968,1
1098,Intel Core i3-10350K,CPU,2020-04-30,14.0,91.0,201.90142634096415,1306.617506624882,4100.0,Intel,Intel,28219.37419552769,13710.823598185008,856.9693490088958,6.471561545178544,150.66839118884624,3
1099,Intel Pentium G3450T,CPU,2014-07-21,22.0,35.0,177.0,1400.0,2900.0,Intel,Intel,6558.311100094873,4023.1155405432255,228.00559134383806,7.909604519774011,114.94615830123502,2
1100,AMD Athlon XP 1600+,CPU,2001-01-01,130.0,49.0,80.0,37.0,1400.0,Unknown,AMD,13622.899043840102,8225.208685367674,381.52043497035027,0.4625,167.86140174219742,0
1101,Intel Core i5-8400,CPU,2017-10-05,14.0,65.0,178.19839214575916,3415.4800824563927,2800.0,Intel,Intel,27380.40906963325,13688.298213957638,855.6310794728656,19.16672783255343,210.58920329165596,3
1102,AMD Athlon X2 QL-62,CPU,2008-09-01,65.0,25.0,77.0,122.0,2000.0,Unknown,AMD,27545.40928854678,13774.536987702311,860.8186805702604,1.5844155844155845,550.9814795080924,0
1103,AMD Ryzen 3 PRO 3300U,CPU,2019-04-08,12.0,15.0,210.0,4940.0,2100.0,GF,AMD,14875.635462010507,7437.836829567767,430.7820112684728,23.523809523809526,495.85578863785116,0
1104,AMD Ryzen 3 PRO 4350G,CPU,2020-07-21,7.0,65.0,74.0,3800.0,3800.0,TSMC,AMD,28128.42359147262,14062.808365389794,879.0142912167207,51.351351351351354,216.35089792907374,5
1105,AMD Athlon 64 3400+,CPU,2004-04-27,130.0,89.0,144.0,105.0,2400.0,Unknown,AMD,17828.44527895754,9428.399147571698,541.0489116896271,0.7291666666666666,105.9370690738393,0
1106,Intel Xeon Phi 7110X,CPU,2012-11-12,22.0,300.0,350.0,5000.0,1250.0,Intel,Intel,6411.736175980776,2642.68253434074,114.76648732423239,14.285714285714286,8.8089417811358,2
1107,Intel Atom D410,CPU,2010-01-04,45.0,10.0,66.0,123.0,1667.0,Intel,Intel,13593.38330254022,8074.021044040008,384.86689451976946,1.8636363636363635,807.4021044040007,1
1108,Intel Xeon L5520,CPU,2009-03-30,45.0,60.0,263.0,731.0,2266.0,Intel,Intel,18497.19904308365,9639.667117404724,565.7939152952214,2.779467680608365,160.66111862341208,1
1109,Intel Core i5-7600T,CPU,2017-01-03,14.0,35.0,141.41666666666669,3521.1952493089216,2800.0,Intel,Intel,27392.036254367304,13393.680439805254,855.994708312283,24.899436058754894,382.6765839944358,3
1110,AMD Athlon 64 X2 4200+,CPU,2006-05-23,90.0,89.0,156.0,154.0,2200.0,Unknown,AMD,17922.624440198448,9462.261300323546,544.4053378001687,0.9871794871794872,106.31754270026455,0
1111,Intel Pentium 4 HT EE 3.46,CPU,2004-10-31,130.0,110.0,237.0,178.0,3460.0,Intel,Intel,16999.379132948376,8499.59065690262,531.2130336608466,0.7510548523206751,77.26900597184199,0
1112,Intel Core i7-10700F,CPU,2020-04-30,14.0,65.0,159.4156309176097,2765.960621370197,2900.0,Intel,Intel,27521.75199062608,13443.853309690105,860.0495328052946,17.350623683820064,206.82851245677085,3
1113,Intel Core 2 Duo T7500,CPU,2007-05-27,65.0,35.0,143.0,293.0,2200.0,Intel,Intel,17735.18530291944,9405.71165435449,537.38653784273,2.0489510489510487,268.7346186958426,0
1114,AMD Athlon X2 QL-60,CPU,2008-06-01,65.0,35.0,150.65333333333334,470.4800000000001,1900.0,Unknown,AMD,24695.225863437827,12349.585121926148,771.7564414770262,3.122931232852465,352.84528919788994,0
1115,Intel Pentium Gold G6605,CPU,2021-03-16,14.0,65.0,280.5189869561098,1227.5952339163853,4300.0,Intel,Intel,28265.791709266243,13728.61953678401,883.3084432562047,4.376157376143867,211.20953133513862,3
1116,Intel Xeon Gold 6348,CPU,2021-04-06,10.0,235.0,148.12313702998557,5537.616338358861,2600.0,Intel,Intel,26495.65073321623,13245.9791206833,827.9827713109445,37.38522184577987,56.36586859865234,4
1117,Intel Core i7-970,CPU,2010-07-19,32.0,130.0,239.0,1170.0,3200.0,Intel,Intel,6077.989528780894,3808.5086251403845,213.78839984371416,4.895397489539749,29.296220193387573,1
1118,Intel Celeron B840,CPU,2011-07-01,32.0,35.0,131.0,504.0,1900.0,Intel,Intel,16376.644331098805,9016.148761249176,485.88083791111785,3.8473282442748094,257.60425032140506,1
1119,Intel Core i7-8850H,CPU,2018-04-02,14.0,45.0,149.0,2686.166728250697,2700.0,Intel,Intel,22819.868594673837,11407.886950828375,713.1059280836764,18.027964619132195,253.50859890729723,3
1120,AMD Athlon II X3 405e,CPU,2009-10-20,45.0,45.0,169.0,300.0,2300.0,Unknown,AMD,18033.41608899856,9494.905472645278,548.5784048046711,1.7751479289940828,210.9978993921173,1
1121,Intel Core i3-10110Y,CPU,2019-08-21,14.0,9.0,134.27710693716955,1646.2220635084002,1000.0,Intel,Intel,1563.688231511593,1065.5379009133203,61.23042613398219,12.25988629825555,118.39310010148003,3
1122,AMD Ryzen 3 3300X,CPU,2020-04-24,7.0,65.0,74.0,3800.0,3800.0,TSMC,AMD,5159.213745046691,5126.792939983285,240.18974486308227,51.351351351351354,78.87373753820438,5
1123,Intel Core i3-2120T,CPU,2011-09-04,32.0,35.0,131.0,504.0,2600.0,Intel,Intel,17536.703598015818,9334.81151043118,530.2984114662206,3.8473282442748094,266.7089002980337,1
1124,AMD Athlon II X2 245e,CPU,2010-05-11,45.0,45.0,117.0,410.0,2900.0,Unknown,AMD,17257.29691159313,9243.53264648855,520.0539304682352,3.5042735042735043,205.41183658863443,1
1125,Intel Pentium 4 519K,CPU,2005-01-01,90.0,84.0,109.0,125.0,3060.0,Intel,Intel,17167.932389635487,9213.825290132838,516.7933937613199,1.146788990825688,109.68839631110521,0
1126,Intel Core 2 Duo E4400,CPU,2007-07-22,65.0,65.0,111.0,167.0,2000.0,Intel,Intel,16852.117358551714,9147.084407419788,504.07610132883514,1.5045045045045045,140.72437549876597,0
1127,AMD Athlon 1400,CPU,2001-06-06,180.0,72.0,120.0,37.0,1400.0,Unknown,AMD,14017.695205146785,8290.322269498545,397.99021786786363,0.30833333333333335,115.14336485414645,0
1128,AMD Sempron 3000+,CPU,2004-11-23,90.0,25.0,94.35546031965885,63.0,1800.0,Unknown,AMD,15742.761417840728,8884.118557451822,460.2953403192652,0.6676879089622122,355.3647422980729,0
1129,Intel Xeon E5-2637 v2,CPU,2013-09-01,22.0,130.0,160.0,1400.0,3500.0,Intel,Intel,5420.424829881796,3514.628227867069,194.3224252910087,8.75,27.03560175282361,2
1130,Intel Core i5-9500,CPU,2018-10-19,14.0,65.0,192.0,4800.0,3000.0,Intel,Intel,27638.377657771165,13817.45975564508,863.6953051574413,25.0,212.57630393300124,3
1131,Intel Xeon Silver 4316,CPU,2021-04-06,10.0,150.0,256.96269204777315,2406.2806855505237,2300.0,Intel,Intel,25363.632807685954,12679.181149049075,792.5906348893469,9.364319257299657,84.52787432699382,4
1132,Intel Xeon E7-4850 v3,CPU,2015-06-01,22.0,115.0,160.0,1400.0,2200.0,Intel,Intel,14636.706952897528,7610.452789717268,466.4379411896371,8.75,66.17785034536755,2
1133,Intel Core i3-8000,CPU,2018-09-01,14.0,65.0,210.0,4950.0,3600.0,Intel,Intel,28050.005586904423,13645.743019140447,876.5629277481969,23.571428571428573,209.9345079867761,3
1134,Intel Pentium G3420,CPU,2013-09-01,22.0,54.0,177.0,1400.0,3200.0,Intel,Intel,5844.522970378749,3704.1352595089857,206.87607614138503,7.909604519774011,68.59509739831455,2
1135,Intel Pentium G4560,CPU,2017-01-03,14.0,51.0,150.0,1400.0,3500.0,Intel,Intel,28003.075534367617,14000.053944564912,875.0959033670892,9.333333333333334,274.5108616581355,3
1136,Intel Core i5-4590,CPU,2014-05-01,22.0,84.0,177.0,1400.0,3300.0,Intel,Intel,5688.68342403615,3634.4995532986127,202.2631216091409,7.909604519774011,43.26785182498348,2
1137,Intel Xeon 5120,CPU,2006-06-26,65.0,65.0,109.5,198.0,1866.0,Intel,Intel,24216.832915023162,12110.364013571065,756.8062075619991,1.8082191780821917,186.31329251647793,0
1138,AMD Athlon 64 3400+,CPU,2004-01-06,130.0,89.0,193.0,105.0,2200.0,Unknown,AMD,17961.32378206725,9473.151023717166,545.8790012111732,0.5440414507772021,106.4398991428895,0
1139,Intel Pentium Gold G6400,CPU,2020-04-30,14.0,58.0,233.28989780135026,1245.7623681924224,4000.0,Intel,Intel,28191.309153888735,13699.97178356288,880.9801116951409,5.339975626605174,236.20641006142895,3
1140,Intel Xeon E5-2630 v2,CPU,2013-09-01,22.0,80.0,160.0,1400.0,2600.0,Intel,Intel,8029.42599313456,4680.58914424768,271.5551839566357,8.75,58.507364303096004,2
1141,Intel Core 2 Duo E8190,CPU,2008-01-01,45.0,65.0,104.0,410.0,2667.0,Intel,Intel,17451.347427475714,9307.325549298661,527.1563608375062,3.9423076923076925,143.18962383536402,1
1142,Intel Pentium G640T,CPU,2012-06-03,32.0,35.0,131.0,504.0,2400.0,Intel,Intel,17796.94533590995,9419.875803833174,539.8387584228979,3.8473282442748094,269.13930868094786,1
1143,Intel Core 2 Solo ULV SU3500,CPU,2009-03-29,45.0,5.0,107.0,410.0,1400.0,Intel,Intel,10765.65553876192,7414.98007309513,272.9070987314768,3.8317757009345796,1482.996014619026,1
1144,AMD Athlon Gold 3150GE,CPU,2020-07-21,12.0,35.0,172.6805172185197,4316.888461582657,3500.0,GF,AMD,28003.088983008856,14000.062344309988,875.0963467828093,24.999279195578403,400.0017812659997,0
1145,AMD Athlon 220GE,CPU,2018-06-01,14.0,35.0,192.0,4800.0,3400.0,Unknown,AMD,7964.3351757100045,5550.323513920228,258.5985625530807,25.0,158.58067182629222,3
1146,Intel Core i7-8705G,CPU,2018-02-01,14.0,65.0,188.0,4800.0,3100.0,Intel,Intel,27735.86512182681,13866.269506244314,866.742802877505,25.53191489361702,213.32722317298945,3
1147,AMD Sempron 2600+,CPU,2001-01-01,130.0,25.0,144.0,69.0,1600.0,Unknown,AMD,13965.05099152707,8087.3803610200985,401.86923288659415,0.4791666666666667,323.4952144408039,0
1148,AMD Athlon II X3 425,CPU,2009-10-20,45.0,95.0,169.0,300.0,2700.0,Unknown,AMD,17483.659253743335,9315.70222141706,528.4091426238218,1.7751479289940828,98.06002338333747,1
1149,Intel Core i5-6600K,CPU,2015-07-02,14.0,95.0,160.0,1400.0,3500.0,Intel,Intel,28003.92163075431,14000.472964347282,851.8151359751794,8.75,147.37339962470824,3
1150,AMD Athlon 64 4000+ (F3),CPU,2007-02-20,90.0,59.0,1.0,154.0,2600.0,Unknown,AMD,17363.577978773134,9284.441744442156,523.7574647293214,154.0,157.3634193973247,0
1151,Intel Xeon 5063,CPU,2006-05-23,65.0,95.0,140.0,376.0,3200.0,Intel,Intel,27820.297687644033,13908.537576779574,847.435855376726,2.6857142857142855,146.40565870294287,0
1152,AMD Sempron LE-1250,CPU,2007-10-08,65.0,45.0,77.0,122.0,2200.0,Unknown,AMD,26375.717980238376,12934.97533942964,824.2332577128667,1.5844155844155845,287.44389643176976,0
1153,Intel Xeon 3.4,CPU,2004-06-28,90.0,135.0,135.0,155.0,3400.0,Intel,Intel,17023.848812295448,8511.825217910025,531.9776553807079,1.1481481481481481,63.05055716970389,0
1154,Intel Celeron N2840,CPU,2014-05-22,22.0,7.0,124.43929274644121,420.5263404254141,2160.0,Intel,Intel,22220.482448553143,11108.770190721636,694.3789649370215,3.3793694189686767,1586.967170103091,2
1155,Intel Celeron G5920,CPU,2020-04-30,14.0,58.0,190.80000000000004,4180.0,3500.0,Intel,Intel,28003.120934921328,14000.075945060004,875.0973125264858,21.907756813417187,241.38061974241384,3
1156,AMD Athlon II X3 445,CPU,2010-05-11,45.0,95.0,169.0,300.0,3100.0,Unknown,AMD,17167.629998644323,9212.792137574515,516.8114893415421,1.7751479289940828,96.97675934288964,1
1157,Intel Pentium Gold G6500,CPU,2020-04-30,14.0,58.0,203.8268660053445,1310.120897702428,4100.0,Intel,Intel,27421.73307040732,13710.385757509954,881.8270768536531,6.427616355873694,236.3859613363785,3
1158,AMD Ryzen 3 3200G,CPU,2019-07-07,12.0,65.0,210.0,49.0,3600.0,GF,AMD,16951.561083413453,8475.681067894322,529.7188223348353,0.23333333333333334,130.39509335222033,0
1159,AMD Opteron 146,CPU,2005-08-02,90.0,67.0,95.54554763228921,106.0,2000.0,Unknown,AMD,16864.86501491514,9182.788591630291,503.5584519257209,1.1094185195101414,137.0565461437357,0
1160,AMD A8-7680,CPU,2018-10-26,28.0,45.0,246.0,1178.0,3500.0,Unknown,AMD,5534.789144097717,3565.7412771174895,197.70799720914397,4.788617886178862,79.23869504705532,2
1161,AMD Ryzen Threadripper 1900,CPU,2017-08-31,14.0,125.0,213.0,9600.0,3100.0,GF,AMD,18769.46982826115,9384.55616413743,586.4968503157821,45.070422535211264,75.07644931309943,3
1162,AMD Ryzen 7 2800H,CPU,2018-05-30,14.0,15.0,246.0,2557.587659605107,3400.0,GF,AMD,27188.0271302164,13593.2872303891,849.6350289694203,10.396697803272794,906.2191486926066,3
1163,AMD Athlon 64 X2 3800+ EE SFF,CPU,2006-05-23,90.0,35.0,220.0,154.0,2000.0,Unknown,AMD,16984.656665675942,9181.133882895954,509.2245418486493,0.7,262.31811093988443,0
1164,Intel Core i5-10210Y,CPU,2019-08-21,14.0,9.0,134.27710693716955,1646.2220635084002,1000.0,Intel,Intel,1563.688231511593,1065.5379009133203,61.23042613398219,12.25988629825555,118.39310010148003,3
1165,AMD Ryzen 5 2500U,CPU,2017-10-26,14.0,15.0,246.0,1674.5483643894213,2000.0,GF,AMD,17362.1244639096,8682.15389282185,542.5561238065347,6.807107172314721,578.8102595214567,3
1166,Intel Core i3-10300,CPU,2020-04-30,14.0,62.0,193.8160383144087,3110.139526285567,3700.0,Intel,Intel,28091.398847640863,13661.613086642075,877.8568935579063,16.046863579165176,220.3485981716464,3
1167,AMD Opteron 248,CPU,2004-12-01,90.0,85.0,108.0083169612759,106.0,2200.0,Unknown,AMD,18295.050179456586,9602.289200448313,557.4869377401142,0.9814059044916335,112.96810824056838,0
1168,AMD Opteron X2 275,CPU,2005-05-31,90.0,95.0,197.55967844856215,233.0,2200.0,Unknown,AMD,18368.087999808504,9624.077847018892,560.2295924632913,1.1793904597828413,101.30608260019886,0
1169,Intel Xeon E5-4607,CPU,2012-05-14,32.0,95.0,435.0,2270.0,2200.0,Intel,Intel,18205.90024192848,9556.265672819332,554.7460421597909,5.218390804597701,100.5922702402035,1
1170,Intel Core 2 Duo T7800,CPU,2007-09-27,65.0,35.0,143.0,293.0,2600.0,Intel,Intel,17542.71481756256,9336.450426530944,530.5289602846262,2.0489510489510487,266.7557264723127,0
1171,AMD Opteron 844,CPU,2003-06-30,130.0,85.0,193.0,106.0,1800.0,Unknown,AMD,16067.71809732034,8920.260439639605,474.39677665637873,0.5492227979274611,104.9442404663483,0
