cpuName,price,cpuMark,cpuValue,threadMark,threadValue,TDP,powerPerf,cores,testDate,socket,category,performance_per_core,performance_per_watt,thread_efficiency,brand,cpu_name_clean
Intel Core i7-3820QM @ 2.70GHz,549.0,5755,10.48,1915,3.49,45.0,127.89,4,2012,BGA1224,Laptop,1438.75,127.88888888888889,1.3310165073848828,Intel,Intel Core i7-3820QM
Intel Xeon Bronze 3106 @ 1.70GHz,334.31,5754,17.21,1013,3.03,85.0,67.7,8,2018,FCLGA3647,Server,719.25,67.69411764705882,1.4084115397984012,Intel,Intel Xeon Bronze 3106
Intel Core i7-3820 @ 3.60GHz,117.97,5754,48.77,1736,14.71,130.0,44.26,4,2012,LGA2011,Desktop,1438.5,44.261538461538464,1.2068126520681266,Intel,Intel Core i7-3820
Intel Core i7-4770T @ 2.50GHz,770.0,5748,7.46,1930,2.51,45.0,127.73,4,2013,LGA1150,Desktop,1437.0,127.73333333333333,1.3430758524704245,Intel,Intel Core i7-4770T
MT8195AV/ZA,395.0,5735,,1840,,95.0,,8,2022,unknown,Mobile/Embedded,716.875,60.36842105263158,2.5666957279860507,Other,MT8195AV/ZA
Snapdragon 8cx Gen 2 @ 3.1,395.0,5734,,1965,,7.0,819.21,8,2021,unknown,Unknown,716.75,819.1428571428571,2.7415416811998603,Other,Snapdragon 8cx Gen 2 @ 3.1
Intel Xeon E3-1220 v6 @ 3.00GHz,416.68,5729,13.75,1938,4.65,72.0,79.57,4,2017,FCLGA1151,Server,1432.25,79.56944444444444,1.3531157270029674,Intel,Intel Xeon E3-1220 v6
"Qualcomm Technologies, Inc SM8250_AC",395.0,5724,,2544,,95.0,,8,2021,unknown,Mobile/Embedded,715.5,60.252631578947366,3.5555555555555554,Other,"Qualcomm Technologies, Inc SM8250_AC"
Intel Core i5-7440EQ @ 2.90GHz,250.0,5711,22.84,2131,8.52,45.0,126.91,4,2021,FCBGA1440,Laptop,1427.75,126.91111111111111,1.4925582209770618,Intel,Intel Core i5-7440EQ
Intel Core i7-3740QM @ 2.70GHz,218.02,5708,26.18,1885,8.65,45.0,126.85,4,2012,rPGA988B,Laptop,1427.0,126.84444444444445,1.3209530483531886,Intel,Intel Core i7-3740QM
Intel Xeon E3-1220 v5 @ 3.00GHz,194.82,5707,29.29,2019,10.36,80.0,71.34,4,2016,FCLGA1151,Server,1426.75,71.3375,1.4151042579288593,Intel,Intel Xeon E3-1220 v5
MT6893Z_D/CZA,395.0,5701,,2262,,95.0,,8,2021,unknown,Mobile/Embedded,712.625,60.01052631578948,3.174179968426592,Other,MT6893Z_D/CZA
Intel Core i7-3920XM @ 2.90GHz,1096.0,5700,5.2,1910,1.74,55.0,103.63,4,2012,FCPGA988,Laptop,1425.0,103.63636363636364,1.3403508771929824,Intel,Intel Core i7-3920XM
MT6891,395.0,5688,,1766,,95.0,,8,2021,unknown,Mobile/Embedded,711.0,59.873684210526314,2.4838255977496484,Other,MT6891
Intel Xeon E3-1205 v6 @ 3.00GHz,193.0,5682,29.44,1875,9.72,65.0,87.41,4,2020,FCLGA1151,Server,1420.5,87.41538461538461,1.3199577613516367,Intel,Intel Xeon E3-1205 v6
Intel Core i7-3940XM @ 3.00GHz,164.99,5671,34.37,1930,11.7,55.0,103.1,4,2012,rPGA988B,Laptop,1417.75,103.10909090909091,1.3613119379298184,Intel,Intel Core i7-3940XM
MT6883Z/CZA,395.0,5665,,1694,,95.0,,8,2022,unknown,Mobile/Embedded,708.125,59.63157894736842,2.392233009708738,Other,MT6883Z/CZA
Intel Core i5-6600T @ 2.70GHz,121.98,5655,46.36,2096,17.19,35.0,161.56,4,2015,LGA 1151,Desktop,1413.75,161.57142857142858,1.4825817860300619,Intel,Intel Core i5-6600T
Intel Core i5-6500 @ 3.20GHz,129.0,5655,43.84,2123,16.46,65.0,87,4,2015,LGA 1151,Desktop,1413.75,87.0,1.5016799292661362,Intel,Intel Core i5-6500
Intel Core i7-3720QM @ 2.60GHz,195.97,5651,28.83,1859,9.49,45.0,125.57,4,2012,BGA1224,Laptop,1412.75,125.57777777777778,1.3158732967616351,Intel,Intel Core i7-3720QM
AMD Opteron 6238,103.71,5625,54.24,1157,11.16,115.0,48.91,6,2014,Socket G34,Server,937.5,48.91304347826087,1.2341333333333333,AMD,AMD Opteron 6238
Intel Core i5-4690K @ 3.50GHz,69.99,5623,80.34,2197,31.39,88.0,63.9,4,2014,LGA1150,Desktop,1405.75,63.89772727272727,1.5628667970834074,Intel,Intel Core i5-4690K
Intel Core i7-4722HQ @ 2.40GHz,169.99,5620,,1844,,37.0,151.88,4,2015,FCBGA1364,Laptop,1405.0,151.8918918918919,1.3124555160142348,Intel,Intel Core i7-4722HQ
Intel Core i7-2700K @ 3.50GHz,180.0,5604,31.13,1786,9.92,95.0,58.99,4,2011,LGA1155,Desktop,1401.0,58.98947368421052,1.2748037116345468,Intel,Intel Core i7-2700K
Intel Core i7-4750HQ @ 2.00GHz,169.99,5599,,1733,,47.0,119.12,4,2013,FCBGA1364,Laptop,1399.75,119.12765957446808,1.2380782282550455,Intel,Intel Core i7-4750HQ
"Qualcomm Technologies, Inc SM8350",395.0,5596,,2146,,95.0,,8,2021,unknown,Mobile/Embedded,699.5,58.90526315789474,3.0679056468906363,Other,"Qualcomm Technologies, Inc SM8350"
Intel Core i5-5675R @ 3.10GHz,169.99,5589,,2285,,65.0,85.99,4,2016,FCBGA1364,Desktop,1397.25,85.98461538461538,1.6353551619252102,Intel,Intel Core i5-5675R
Intel Core i7-3770T @ 2.50GHz,156.59,5573,35.59,1933,12.34,45.0,123.84,4,2012,LGA1155,Desktop,1393.25,123.84444444444445,1.3874035528440696,Intel,Intel Core i7-3770T
Intel Core i5-4690 @ 3.50GHz,118.88,5572,46.87,2205,18.54,84.0,66.33,4,2014,LGA1150,Desktop,1393.0,66.33333333333333,1.5829145728643217,Intel,Intel Core i5-4690
AMD Opteron 6376,2055.0,5572,2.71,1165,0.57,115.0,48.45,8,2013,Socket G34,Server,696.5,48.45217391304348,1.67264895908112,AMD,AMD Opteron 6376
ARM Neoverse-N1 8 Core 0 MHz,395.0,5561,,1184,,95.0,,8,2021,unknown,Unknown,695.125,58.536842105263155,1.7032907750404604,Other,ARM Neoverse-N1 8 Core 0 MHz
Intel Core i7-4700HQ @ 2.40GHz,383.0,5560,14.52,1784,4.66,47.0,118.3,4,2013,FCBGA1364,Laptop,1390.0,118.29787234042553,1.283453237410072,Intel,Intel Core i7-4700HQ
Intel Core i5-8365UE @ 1.60GHz,297.0,5555,18.71,2248,7.57,15.0,370.36,4,2019,FCBGA1528,Laptop,1388.75,370.3333333333333,1.6187218721872187,Intel,Intel Core i5-8365UE
Intel Core i5-5675C @ 3.10GHz,258.34,5548,21.48,2251,8.71,65.0,85.36,4,2015,FCLGA1150,Desktop,1387.0,85.35384615384615,1.6229271809661139,Intel,Intel Core i5-5675C
Intel Core i5-4670K @ 3.40GHz,154.88,5547,35.82,2154,13.91,84.0,66.04,4,2013,LGA1150,Desktop,1386.75,66.03571428571429,1.5532720389399675,Intel,Intel Core i5-4670K
Intel Core i5-7440HQ @ 2.80GHz,169.99,5526,,2029,,45.0,122.8,4,2017,BGA1440,Laptop,1381.5,122.8,1.4686934491494752,Intel,Intel Core i5-7440HQ
Intel Xeon E5-2643 @ 3.30GHz,162.5,5523,33.99,1646,10.13,130.0,42.48,4,2012,LGA2011,Server,1380.75,42.48461538461538,1.1921057396342567,Intel,Intel Xeon E5-2643
Intel Xeon E3-1226 v3 @ 3.30GHz,279.7,5520,19.74,2115,7.56,84.0,65.71,4,2014,FCLGA1150,Server,1380.0,65.71428571428571,1.5326086956521738,Intel,Intel Xeon E3-1226 v3
Intel Core i7-4710HQ @ 2.50GHz,378.0,5518,14.6,1784,4.72,47.0,117.4,4,2014,FCBGA1364,Laptop,1379.5,117.40425531914893,1.2932221819499818,Intel,Intel Core i7-4710HQ
Intel Xeon E3-1280 @ 3.50GHz,358.0,5510,15.39,1780,4.97,95.0,58,4,2011,LGA1155,Server,1377.5,58.0,1.2921960072595282,Intel,Intel Xeon E3-1280
AMD Ryzen 3 2300U,169.99,5507,,1745,,15.0,367.11,4,2018,FP5,Laptop,1376.75,367.1333333333333,1.2674777555838024,AMD,AMD Ryzen 3 2300U
vendor Kirin820,395.0,5502,,1682,,95.0,,8,2022,unknown,Mobile/Embedded,687.75,57.915789473684214,2.445656125045438,Other,vendor Kirin820
Intel Core i7-4860EQ @ 1.80GHz,169.99,5500,,1754,,47.0,117.02,4,2015,FCBGA1364,Laptop,1375.0,117.02127659574468,1.2756363636363637,Intel,Intel Core i7-4860EQ
Intel Core i7-2600K @ 3.40GHz,79.99,5500,68.76,1745,21.82,95.0,57.89,4,2010,LGA1155,Desktop,1375.0,57.89473684210526,1.269090909090909,Intel,Intel Core i7-2600K
Intel Core i5-7400 @ 3.00GHz,175.0,5499,31.42,2103,12.01,65.0,84.6,4,2017,FCLGA1151,Desktop,1374.75,84.6,1.529732678668849,Intel,Intel Core i5-7400
Intel Core i7-3615QE @ 2.30GHz,169.99,5459,,1775,,45.0,121.32,4,2012,BGA1224,Laptop,1364.75,121.31111111111112,1.3006045063198388,Intel,Intel Core i7-3615QE
Intel Core i5-4670 @ 3.40GHz,100.0,5440,54.4,2142,21.42,84.0,64.77,4,2013,LGA1150,Desktop,1360.0,64.76190476190476,1.575,Intel,Intel Core i5-4670
Intel Core i5-760S @ 2.53GHz,169.99,5440,,1578,,65.0,,4,2012,unknown,Unknown,1360.0,83.6923076923077,1.160294117647059,Intel,Intel Core i5-760S
ARM Cortex-A72 16 Core 0 MHz,1388.8600000000001,5435,,600,,165.0,,16,2021,unknown,Unknown,339.6875,32.93939393939394,1.766329346826127,Other,ARM Cortex-A72 16 Core 0 MHz
MT6893Z_A/CZA,395.0,5429,,2321,,95.0,,8,2021,unknown,Mobile/Embedded,678.625,57.14736842105263,3.420151040707313,Other,MT6893Z_A/CZA
Intel Core i7-4785T @ 2.20GHz,169.99,5427,,1744,,35.0,155.06,4,2014,FCLGA1150,Desktop,1356.75,155.05714285714285,1.2854247282107978,Intel,Intel Core i7-4785T
Intel Xeon E3-1268L v3 @ 2.30GHz,169.99,5427,,1734,,45.0,120.59,4,2014,LGA1150,Server,1356.75,120.6,1.2780541735765616,Intel,Intel Xeon E3-1268L v3
Intel Core i3-9100T @ 3.10GHz,122.0,5419,44.42,2106,17.26,35.0,154.82,4,2019,FCLGA1151-2,Desktop,1354.75,154.82857142857142,1.554530356154272,Intel,Intel Core i3-9100T
Intel Core i5-6402P @ 2.80GHz,139.88,5414,38.7,2027,14.49,65.0,83.29,4,2016,LGA 1151,Desktop,1353.5,83.29230769230769,1.4975988178795714,Intel,Intel Core i5-6402P
AMD FX-8320 Eight-Core,82.38,5409,65.66,1472,17.87,125.0,43.27,4,2012,AM3+,Desktop,1352.25,43.272,1.0885561101867258,AMD,AMD FX-8320 Eight-Core
Intel Xeon E3-1240 @ 3.30GHz,141.0,5398,38.28,1744,12.37,80.0,67.47,4,2011,LGA1155,Server,1349.5,67.475,1.2923304927751018,Intel,Intel Xeon E3-1240
Intel Xeon E3-1270 @ 3.40GHz,79.97,5386,67.35,1761,22.02,80.0,67.32,4,2011,LGA1155,Server,1346.5,67.325,1.3078351281099145,Intel,Intel Xeon E3-1270
Intel Core i5-4690S @ 3.20GHz,138.47,5380,38.85,2186,15.79,65.0,82.77,4,2014,LGA1150,Desktop,1345.0,82.76923076923077,1.625278810408922,Intel,Intel Core i5-4690S
Intel Xeon E3-1275 @ 3.40GHz,749.0,5372,7.17,1730,2.31,95.0,56.54,4,2011,LGA1155,Server,1343.0,56.54736842105263,1.2881608339538346,Intel,Intel Xeon E3-1275
Intel Core i5-6440EQ @ 2.70GHz,169.99,5368,,1943,,45.0,119.28,4,2016,FCBGA1440,Laptop,1342.0,119.28888888888889,1.447839046199702,Intel,Intel Core i5-6440EQ
Intel Xeon E3-1245 @ 3.30GHz,245.0,5366,21.9,1741,7.11,95.0,56.49,4,2011,LGA1155,Server,1341.5,56.48421052631579,1.29780096906448,Intel,Intel Xeon E3-1245
"Qualcomm Technologies, Inc SM8250",395.0,5366,,2241,,95.0,,8,2021,unknown,Mobile/Embedded,670.75,56.48421052631579,3.341036153559448,Other,"Qualcomm Technologies, Inc SM8250"
Intel Core i7-4702HQ @ 2.20GHz,169.99,5361,,1662,,37.0,144.89,4,2013,FCBGA1364,Laptop,1340.25,144.8918918918919,1.2400671516508115,Intel,Intel Core i7-4702HQ
Intel Pentium Gold 7505 @ 2.00GHz,77.475,5360,,2309,,15.0,357.36,2,2021,FCBGA1449,Laptop,2680.0,357.3333333333333,0.8615671641791045,Intel,Intel Pentium Gold 7505
Intel Xeon E5-2609 v4 @ 1.70GHz,314.95,5351,16.99,1043,3.31,85.0,62.96,8,2016,FCLGA2011-3,Server,668.875,62.95294117647059,1.5593347037936833,Intel,Intel Xeon E5-2609 v4
Intel Core i5-4590 @ 3.30GHz,58.0,5344,92.14,2093,36.08,84.0,63.62,4,2014,LGA1150,Desktop,1336.0,63.61904761904762,1.5666167664670658,Intel,Intel Core i5-4590
Intel Core i7-2600 @ 3.40GHz,89.0,5344,60.04,1741,19.56,95.0,56.25,4,2010,LGA1155,Desktop,1336.0,56.252631578947366,1.3031437125748504,Intel,Intel Core i7-2600
Intel Core i5-7500T @ 2.70GHz,188.98,5319,28.15,1964,10.39,35.0,151.97,4,2017,FCLGA1151,Desktop,1329.75,151.97142857142856,1.476969355141944,Intel,Intel Core i5-7500T
Intel Core i7-4700MQ @ 2.40GHz,188.02,5319,28.29,1765,9.39,47.0,113.17,4,2013,rPGA946B,Laptop,1329.75,113.17021276595744,1.3273171648806166,Intel,Intel Core i7-4700MQ
Intel Xeon E5-2630L @ 2.00GHz,215.8,5305,,1119,,60.0,88.42,6,2014,LGA 2011,Server,884.1666666666666,88.41666666666667,1.26559849198869,Intel,Intel Xeon E5-2630L
Intel Xeon E3-1240L v3 @ 2.00GHz,895.5,5304,5.92,1769,1.98,25.0,212.17,4,2015,FCLGA1150,Server,1326.0,212.16,1.3340874811463046,Intel,Intel Xeon E3-1240L v3
"Qualcomm Technologies, Inc KONA",395.0,5302,,2323,,95.0,,8,2021,unknown,Mobile/Embedded,662.75,55.810526315789474,3.5050924179554883,Other,"Qualcomm Technologies, Inc KONA"
Intel Xeon E3-1505L v5 @ 2.00GHz,169.99,5301,,1590,,25.0,212.04,4,2017,FCBGA1440,"Laptop, Server",1325.25,212.04,1.1997736276174307,Intel,Intel Xeon E3-1505L v5
Intel Core i3-8100T @ 3.10GHz,262.83,5291,20.13,1922,7.31,35.0,151.18,4,2018,FCLGA1151-2,Desktop,1322.75,151.17142857142858,1.453033453033453,Intel,Intel Core i3-8100T
AMD Opteron 6274,885.95,5286,5.97,849,0.96,115.0,45.97,8,2012,G34,Server,660.75,45.96521739130435,1.2849035187287174,AMD,AMD Opteron 6274
Intel Xeon X5687 @ 3.60GHz,189.95,5282,27.81,1619,8.52,130.0,40.63,4,2011,LGA1366,Server,1320.5,40.63076923076923,1.226050738356683,Intel,Intel Xeon X5687
Intel Xeon E5-2620 @ 2.00GHz,75.65,5280,69.79,1112,14.71,95.0,55.58,6,2012,LGA2011,Server,880.0,55.578947368421055,1.2636363636363637,Intel,Intel Xeon E5-2620
vendor Kirin9000,395.0,5276,,2574,,95.0,,8,2021,unknown,Mobile/Embedded,659.5,55.536842105263155,3.902956785443518,Other,vendor Kirin9000
Intel Xeon E5-2430L @ 2.00GHz,32.28,5273,163.36,1005,31.13,60.0,87.89,6,2017,FCLGA1356,Server,878.8333333333334,87.88333333333334,1.143561539920349,Intel,Intel Xeon E5-2430L
Intel Core i7-4712MQ @ 2.30GHz,169.99,5273,,1793,,37.0,142.5,4,2014,FCPGA946,Laptop,1318.25,142.51351351351352,1.360136544661483,Intel,Intel Core i7-4712MQ
Intel Xeon E3-1225 v3 @ 3.20GHz,89.95,5264,58.52,1992,22.15,84.0,62.67,4,2013,LGA1150,Server,1316.0,62.666666666666664,1.513677811550152,Intel,Intel Xeon E3-1225 v3
AMD Ryzen Embedded V1500B Quad-core @ 2.20GHz,169.99,5257,,1237,,65.0,,4,2021,unknown,Mobile/Embedded,1314.25,80.87692307692308,0.9412212288377402,AMD,AMD Ryzen Embedded V1500B Quad-core
AMD Opteron 6328,343.46,5246,15.27,1433,4.17,115.0,45.62,4,2013,G34,Server,1311.5,45.61739130434783,1.092642012962257,AMD,AMD Opteron 6328
Intel Xeon E5-1607 v4 @ 3.10GHz,178.02,5245,29.46,1905,10.7,140.0,37.46,4,2016,FCLGA2011-3,Server,1311.25,37.464285714285715,1.4528122020972354,Intel,Intel Xeon E5-1607 v4
Intel Core i7-6822EQ @ 2.00GHz,169.99,5241,,1572,,25.0,209.63,4,2016,LGA 1151,Laptop,1310.25,209.64,1.1997710360618203,Intel,Intel Core i7-6822EQ
AMD Opteron 6272,583.7,5240,8.98,753,1.29,115.0,45.56,8,2011,G34,Server,655.0,45.56521739130435,1.149618320610687,AMD,AMD Opteron 6272
AMD FX-8370E Eight-Core,25.14,5235,208.22,1490,59.27,95.0,55.1,4,2014,AM3+,Desktop,1308.75,55.10526315789474,1.1384909264565426,AMD,AMD FX-8370E Eight-Core
Intel Core i5-4670R @ 3.00GHz,276.0,5233,18.96,2164,7.84,65.0,80.5,4,2018,FCBGA1364,Desktop,1308.25,80.50769230769231,1.654118096694057,Intel,Intel Core i5-4670R
Intel Core i7-3615QM @ 2.30GHz,169.99,5228,,1738,,45.0,116.18,4,2012,BGA1224,Laptop,1307.0,116.17777777777778,1.3297628156082633,Intel,Intel Core i7-3615QM
"lisa based Qualcomm Technologies, Inc. SM7325",395.0,5227,,1930,,95.0,,8,2021,unknown,Mobile/Embedded,653.375,55.02105263157895,2.9538932466041707,Other,"lisa based Qualcomm Technologies, Inc. SM7325"
AMD FX-8300 Eight-Core,68.69,5223,76.03,1484,21.6,95.0,54.97,4,2013,AM3+,Desktop,1305.75,54.97894736842105,1.1365115833811985,AMD,AMD FX-8300 Eight-Core
AMD Ryzen 5 3500C,169.99,5214,,2171,,15.0,347.57,4,2021,FP5,Laptop,1303.5,347.6,1.6655159186804755,AMD,AMD Ryzen 5 3500C
"Vili based on Qualcomm Technologies, Inc SM8350",395.0,5213,,1610,,95.0,,8,2021,unknown,Mobile/Embedded,651.625,54.873684210526314,2.4707462113945904,Other,"Vili based on Qualcomm Technologies, Inc SM8350"
Intel Core i5-4570 @ 3.20GHz,99.99,5199,52.0,2036,20.36,84.0,61.9,4,2013,LGA1150,Desktop,1299.75,61.892857142857146,1.5664550875168302,Intel,Intel Core i5-4570
Microsoft SQ2 @ 3.15 GHz,395.0,5199,,1944,,95.0,,8,2021,unknown,Unknown,649.875,54.72631578947368,2.99134448932487,Other,Microsoft SQ2
"Qualcomm Technologies, Inc SDM778G",395.0,5186,,2048,,95.0,,8,2021,unknown,Mobile/Embedded,648.25,54.589473684210525,3.1592749710759738,Other,"Qualcomm Technologies, Inc SDM778G"
Intel Core i5-6400 @ 2.70GHz,129.99,5163,39.72,1964,15.11,65.0,79.43,4,2015,LGA 1151,Desktop,1290.75,79.43076923076923,1.5215959713344955,Intel,Intel Core i5-6400
Intel Core i7-4712HQ @ 2.30GHz,169.99,5161,,1672,,37.0,139.48,4,2014,FCBGA1364,Laptop,1290.25,139.48648648648648,1.2958728928502228,Intel,Intel Core i7-4712HQ
Intel Xeon E5649 @ 2.53GHz,72.65,5160,71.02,1211,16.67,80.0,64.5,6,2011,LGA1366,Server,860.0,64.5,1.408139534883721,Intel,Intel Xeon E5649
AMD FX-8150 Eight-Core,62.73,5158,82.22,1424,22.7,125.0,41.26,4,2011,AM3+,Desktop,1289.5,41.264,1.104303993796045,AMD,AMD FX-8150 Eight-Core
Intel Xeon E3-1220 v3 @ 3.10GHz,325.0,5154,15.86,1984,6.11,80.0,64.42,4,2011,LGA1150,Server,1288.5,64.425,1.5397749320915795,Intel,Intel Xeon E3-1220 v3
vendor Kirin980,395.0,5150,,1758,,95.0,,8,2021,unknown,Mobile/Embedded,643.75,54.21052631578947,2.730873786407767,Other,vendor Kirin980
Intel Xeon E5-2420 @ 1.90GHz,170.0,5149,30.29,1108,6.52,95.0,54.2,6,2012,LGA1356,Server,858.1666666666666,54.2,1.2911244901922705,Intel,Intel Xeon E5-2420
Qualcomm Snapdragon 7325,395.0,5148,,2022,,95.0,,8,2021,unknown,Mobile/Embedded,643.5,54.189473684210526,3.1421911421911424,Other,Qualcomm Snapdragon 7325
AMD FX-8310 Eight-Core,831.15,5145,6.19,1413,1.7,95.0,54.15,4,2014,AM3+,Desktop,1286.25,54.1578947368421,1.0985422740524782,AMD,AMD FX-8310 Eight-Core
Apple A13 Bionic,215.8,5145,,2127,,65.0,,6,2021,unknown,Mobile/Embedded,857.5,79.15384615384616,2.480466472303207,Apple,Apple A13 Bionic
Intel Core i7-3630QM @ 2.40GHz,429.95,5131,11.93,1695,3.94,45.0,114.03,4,2012,rPGA988B,Laptop,1282.75,114.02222222222223,1.3213798479828494,Intel,Intel Core i7-3630QM
Intel Core i3-1005G1 @ 1.20GHz,281.0,5128,18.25,2250,8.01,15.0,341.84,2,2019,FCBGA1526,Laptop,2564.0,341.8666666666667,0.8775351014040562,Intel,Intel Core i3-1005G1
Intel Core i5-6440HQ @ 2.60GHz,169.99,5128,,2007,,45.0,113.96,4,2016,LGA 1151,Laptop,1282.0,113.95555555555555,1.5655226209048363,Intel,Intel Core i5-6440HQ
Intel Xeon X5672 @ 3.20GHz,44.99,5117,113.73,1570,34.9,95.0,53.86,4,2011,LGA1366,Server,1279.25,53.863157894736844,1.227281610318546,Intel,Intel Xeon X5672
Intel Xeon X5677 @ 3.47GHz,110.0,5112,46.47,1614,14.67,130.0,39.32,4,2010,LGA1366,Server,1278.0,39.323076923076925,1.2629107981220657,Intel,Intel Xeon X5677
Intel Core i5-7300HQ @ 2.50GHz,169.99,5104,,1967,,45.0,113.42,4,2017,unknown,Laptop,1276.0,113.42222222222222,1.54153605015674,Intel,Intel Core i5-7300HQ
Intel Core i7-3610QM @ 2.30GHz,399.99,5100,12.75,1665,4.16,45.0,113.32,4,2012,PGA988B,Laptop,1275.0,113.33333333333333,1.3058823529411765,Intel,Intel Core i7-3610QM
Intel Core i7-4702MQ @ 2.20GHz,352.05,5095,14.47,1682,4.78,37.0,137.71,4,2013,FCPGA946,Laptop,1273.75,137.7027027027027,1.3205103042198234,Intel,Intel Core i7-4702MQ
Intel Core i5-4590S @ 3.00GHz,260.0,5095,19.6,2052,7.89,65.0,78.39,4,2014,LGA1150,Desktop,1273.75,78.38461538461539,1.61099116781158,Intel,Intel Core i5-4590S
"Star based on Qualcomm Technologies, Inc SM8350",395.0,5087,,1995,,95.0,,8,2021,unknown,Mobile/Embedded,635.875,53.54736842105263,3.1374090819736584,Other,"Star based on Qualcomm Technologies, Inc SM8350"
Hisilicon Kirin9000,395.0,5083,,2490,,95.0,,8,2021,unknown,Mobile/Embedded,635.375,53.50526315789474,3.918945504623254,Other,Hisilicon Kirin9000
Intel Xeon W-2102 @ 2.90GHz,286.99,5077,17.69,1753,6.11,120.0,42.31,4,2018,FCLGA2066,Server,1269.25,42.30833333333333,1.3811305889304708,Intel,Intel Xeon W-2102
Intel Core i5-5575R @ 2.80GHz,169.99,5070,,2112,,65.0,78,4,2015,LGA1150,Desktop,1267.5,78.0,1.6662721893491124,Intel,Intel Core i5-5575R
"Venus based on Qualcomm Technologies, Inc SM8350",395.0,5069,,2211,,95.0,,8,2021,unknown,Mobile/Embedded,633.625,53.357894736842105,3.489445650029592,Other,"Venus based on Qualcomm Technologies, Inc SM8350"
06/8c,395.0,5040,,2680,,95.0,,8,2021,unknown,Mobile/Embedded,630.0,53.05263157894737,4.253968253968254,Other,06/8c
Intel Core i7-4765T @ 2.00GHz,498.95,5036,10.09,1619,3.25,35.0,143.88,4,2013,FCLGA1150,Desktop,1259.0,143.88571428571427,1.2859412231930103,Intel,Intel Core i7-4765T
"Haydn based on Qualcomm Technologies, Inc SM8350",395.0,5035,,1860,,95.0,,8,2021,unknown,Mobile/Embedded,629.375,53.0,2.955312810327706,Other,"Haydn based on Qualcomm Technologies, Inc SM8350"
Intel Core i5-4670K CPT @ 3.40GHz,169.99,5034,,2042,,84.0,59.93,4,2014,LGA1150,Desktop,1258.5,59.92857142857143,1.6225665474771553,Intel,Intel Core i5-4670K CPT
Intel Core i7-8665UE @ 1.70GHz,409.0,5017,12.27,1538,3.76,15.0,334.48,4,2019,FCBGA1528,Laptop,1254.25,334.46666666666664,1.226230815228224,Intel,Intel Core i7-8665UE
Intel Core i7-10510Y @ 1.20GHz,403.0,5016,12.45,1957,4.86,7.0,716.63,4,2020,UTFCBGA1377,Laptop,1254.0,716.5714285714286,1.5606060606060606,Intel,Intel Core i7-10510Y
Intel Xeon E3-1235L v5 @ 2.00GHz,169.99,5013,,1761,,25.0,200.53,4,2017,FCLGA1151,Server,1253.25,200.52,1.405146618791143,Intel,Intel Xeon E3-1235L v5
Intel Xeon E3-1230 @ 3.20GHz,270.19,5006,18.53,1650,6.11,80.0,62.58,4,2011,LGA1155,Server,1251.5,62.575,1.3184178985217738,Intel,Intel Xeon E3-1230
Intel Xeon E3-1290 @ 3.60GHz,885.0,4988,5.64,1833,2.07,95.0,52.5,4,2011,LGA1155,Server,1247.0,52.50526315789474,1.4699278267842824,Intel,Intel Xeon E3-1290
AMD FX-8320E Eight-Core,132.0,4972,37.67,1410,10.68,95.0,52.34,4,2014,AM3+,Desktop,1243.0,52.33684210526316,1.1343523732904264,AMD,AMD FX-8320E Eight-Core
Intel Xeon E5645 @ 2.40GHz,52.0,4955,95.29,1147,22.06,80.0,61.94,6,2011,LGA1366,Server,825.8333333333334,61.9375,1.3889001009081734,Intel,Intel Xeon E5645
Intel Xeon E5-1607 v3 @ 3.10GHz,169.99,4950,,1814,,140.0,35.36,4,2015,LGA2011-v3,Server,1237.5,35.357142857142854,1.4658585858585857,Intel,Intel Xeon E5-1607 v3
Samsung Exynos 2100,395.0,4949,,2043,,95.0,,8,2021,unknown,Mobile/Embedded,618.625,52.09473684210526,3.302485350575874,Other,Samsung Exynos 2100
Intel Core i7-4700EQ @ 2.40GHz,169.99,4941,,1842,,47.0,105.12,4,2013,FCBGA1364,Desktop,1235.25,105.12765957446808,1.4911961141469339,Intel,Intel Core i7-4700EQ
Intel Core i5-3570K @ 3.40GHz,65.64,4936,75.21,2049,31.22,77.0,64.11,4,2012,LGA1155,Desktop,1234.0,64.1038961038961,1.660453808752026,Intel,Intel Core i5-3570K
Intel Core i7-3612QE @ 2.10GHz,169.99,4929,,1678,,35.0,140.82,4,2012,BGA1224,Laptop,1232.25,140.82857142857142,1.3617366605802395,Intel,Intel Core i7-3612QE
Intel Core i5-4670S @ 3.10GHz,213.0,4919,23.09,2063,9.69,65.0,75.67,4,2013,FCLGA1150,Desktop,1229.75,75.67692307692307,1.677576743240496,Intel,Intel Core i5-4670S
Intel Core i5-4570S @ 2.90GHz,169.59,4914,28.97,1981,11.68,65.0,75.59,4,2013,LGA1150,Desktop,1228.5,75.6,1.6125356125356125,Intel,Intel Core i5-4570S
Intel Core i5-3570 @ 3.40GHz,166.0,4910,29.58,2049,12.34,77.0,63.77,4,2012,LGA1155,Desktop,1227.5,63.76623376623377,1.669246435845214,Intel,Intel Core i5-3570
ARM Cortex-A72 4 Core 0 MHz,169.99,4907,,2658,,65.0,,4,2021,unknown,Unknown,1226.75,75.49230769230769,2.1667006317505604,Other,ARM Cortex-A72 4 Core 0 MHz
